"y" "x1" "x2" "x3" "x4"
0.159698382983652 3.38305160286806 0.861415421479841 4.87311623872316 3
-7.78829174598076 3.11032198467255 1.5565130019128 7.49605109892828 3
-12.6160508343834 2.16821853045489 -0.614181481021598 5.97756192452881 3
-13.5999894498149 2.73082385992389 0.462256951378391 7.72475885480014 3
-4.07612636037994 3.0324423828827 1.68412329278226 7.24131244851075 3
-21.8540210304059 2.33570591023282 -2.15645358796166 5.73721027871962 3
-1.0240073682682 3.31362476557065 0.906939092661993 5.269469761599 3
-1.18940728245421 3.07419013730583 2.06759364777438 7.35325838147014 3
39.2820458992748 2.76366768702488 1.15486196867904 7.47940056720259 3
-6.32258648057681 3.19174974894115 1.67908758393951 8.06377873136354 3
1.17058973691133 4.16914446763272 2.54238768147576 8.14425755527334 3
-14.0860583286261 1.53088500211434 -0.707612590049869 5.69465589786544 3
-12.1119148767751 2.01211001186835 0.250716684215684 6.84525083710873 3
-7.72252070214754 3.68632408066104 0.188688888069113 6.30254168341954 3
-6.45273461150959 2.21981670221541 2.10141534672909 8.11632253300743 3
-2.70389081603032 3.31995171944605 1.54873729450232 6.62955373219202 3
-9.37952821137829 2.81691930927414 1.25718628132591 7.59855849436463 3
-4.89436662924696 4.21876701520602 0.880815317275542 6.82654420535139 3
-20.114700288852 2.98072946444132 -0.755248764718945 7.6701739222336 3
2.60570753636946 5.61982412501327 1.5928716070256 8.50634935832438 3
-2.54092515357818 2.71760031288124 2.46883992251869 7.90134180566549 3
-6.9912134281613 3.87275291830572 0.288993057094791 6.6540647659054 3
-7.53055894201592 2.99986101613759 1.16561842693589 6.76651872171202 3
-1.78639387663453 3.33174919603628 1.47038518456541 7.08761721211946 3
-20.7978962179131 1.72346231359413 -0.25176641150535 7.97992666720685 3
-26.916398437253 0.564417629139775 -1.68397989455508 6.93388578042701 3
-6.46862038492075 2.28730101208886 0.915006121036056 6.61137826235425 3
-6.25022329512084 3.31218949720449 0.732455307256424 5.833970055811 3
-0.362671995520457 3.92959420027138 1.31873028373923 6.5869678279239 3
6.93073395923476 4.09888625889913 2.95517100018476 6.72601980797208 3
43.0317354346338 3.3844653182759 1.8491984196465 7.92479139007758 3
3.08661970718599 4.24684855265899 2.80037138276218 8.08439410595773 3
-2.0779491570839 3.19610627247697 1.85299520331721 6.53710626611917 3
-9.4396122480004 2.75367602399107 0.0297693994779001 6.17916406735092 3
-13.8316049270566 0.999202991753129 1.1608868023823 7.84832288616998 3
-5.58383813705494 2.40092755515613 1.02349256882836 6.30331301856887 3
47.1917274666811 2.37687724454485 1.27740822918301 6.33088110469062 3
-9.40558657468843 2.98382056195476 1.15158430888672 7.47694301426677 3
-1.16195046209634 4.32119889470672 2.26966460367774 8.13309580105586 3
